Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean
Brighton East,133A Centre Rd,4,h,1310000.0,PI,hockingstuart,3/12/2016,11.0,3187.0,4.0,3.0,2.0,618.0,213.0,2008.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,26 Hodder St,2,h,1250000.0,SP,hockingstuart,3/12/2016,11.0,3187.0,2.0,1.0,2.0,443.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,5/29 Pine St,2,u,700000.0,PI,hockingstuart,3/12/2016,11.0,3187.0,2.0,1.0,1.0,0.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,1/383 South Rd,2,u,750000.0,SP,Buxton,3/12/2016,11.0,3187.0,2.0,1.0,3.0,305.0,,1970.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,22A Camperdown St,3,t,1302500.0,S,Buxton,4/03/2017,11.0,3187.0,3.0,2.0,2.0,391.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,67 Centre Rd,2,h,1445000.0,S,Biggin,4/03/2017,11.0,3187.0,2.0,1.0,1.0,649.0,126.0,1940.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,16a Billson St,2,h,980000.0,S,Hodges,4/06/2016,11.0,3187.0,3.0,1.0,1.0,247.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,5 Florence St,4,h,1495000.0,S,Nick,4/06/2016,11.0,3187.0,4.0,2.0,2.0,597.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,12 Meyer Ct,4,h,1825000.0,PI,Buxton,4/06/2016,11.0,3187.0,4.0,3.0,2.0,594.0,594.0,1973.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,12 Thomas St,3,h,1075000.0,PI,hockingstuart,4/06/2016,11.0,3187.0,3.0,2.0,2.0,312.0,,1990.0,Glen Eira,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,80 Marriage Rd,3,h,1500000.0,S,Nick,6/08/2016,11.0,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/10 Vincent St,3,t,870000.0,S,hockingstuart,6/08/2016,11.0,3187.0,3.0,2.0,2.0,158.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,11 Billson St,3,h,1400000.0,VB,Marshall,7/05/2016,11.0,3187.0,3.0,1.0,3.0,613.0,182.0,1950.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,60 Cummins Rd,3,h,1300000.0,VB,Marshall,7/05/2016,11.0,3187.0,3.0,2.0,3.0,619.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,5 Margaret St,2,h,1780000.0,SP,Buxton,7/05/2016,11.0,3187.0,4.0,3.0,2.0,635.0,119.0,1935.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,16/373 South Rd,2,u,775000.0,S,Buxton,7/11/2016,11.0,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4 Vincent St,3,h,1480000.0,S,hockingstuart,7/11/2016,11.0,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,299 South Rd,3,h,1590000.0,S,Marshall,8/10/2016,11.0,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,10 MacKie Gr,3,h,1580000.0,S,Marshall,10/09/2016,11.0,3187.0,4.0,2.0,2.0,597.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,3 Raymond Ct,4,t,1100000.0,VB,Gary,10/09/2016,11.0,3187.0,4.0,3.0,2.0,302.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,48 Thomas St,2,h,1000000.0,PI,Biggin,10/09/2016,11.0,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,14 Holmhurst Ct,4,h,1700000.0,PI,Buxton,10/12/2016,11.0,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,24 Moore St,3,h,1405000.0,S,Buxton,10/12/2016,11.0,3187.0,3.0,1.0,1.0,490.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,355 Nepean Hwy,3,h,1290000.0,S,Greg,10/12/2016,11.0,3187.0,3.0,1.0,2.0,661.0,,1920.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/19 Hemming St,3,u,880000.0,S,Buxton,11/02/2017,11.0,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,1 Alexander St,3,h,1301000.0,SP,Buxton,12/11/2016,11.0,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,139 Thomas St,4,h,1650000.0,SA,hockingstuart,13/08/2016,11.0,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4a Marriage Rd,4,h,1530000.0,S,RT,14/05/2016,11.0,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,609 Nepean Hwy,2,h,805000.0,PI,Hodges,14/05/2016,11.0,3187.0,2.0,1.0,2.0,347.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/5 Camperdown St,2,u,905000.0,S,Hodges,15/10/2016,11.0,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4 Farmer St,2,h,1845000.0,S,Buxton,15/10/2016,11.0,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,6 Balfour St,3,h,1620000.0,S,Marshall,16/04/2016,11.0,3187.0,3.0,2.0,4.0,678.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/111 Thomas St,3,t,940000.0,S,hockingstuart,16/04/2016,11.0,3187.0,3.0,2.0,3.0,0.0,,2004.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,38 Agnew St,3,h,1710000.0,S,hockingstuart,17/09/2016,11.0,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,36 Billson St,3,h,1800000.0,S,Buxton,17/09/2016,11.0,3187.0,3.0,1.0,1.0,703.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,29 Cluden St,4,h,1706000.0,S,Buxton,17/09/2016,11.0,3187.0,3.0,3.0,2.0,538.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,1/2 Robinson St,3,t,1300000.0,PI,Buxton,17/09/2016,11.0,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,7/87 Thomas St,2,u,770000.0,S,Hodges,18/03/2017,11.0,3187.0,2.0,1.0,2.0,157.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,155 Dendy St,3,h,1400000.0,S,Hodges,19/11/2016,11.0,3187.0,3.0,2.0,2.0,486.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4 Hansen St,3,h,900000.0,S,Hodges,19/11/2016,11.0,3187.0,3.0,2.0,2.0,236.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,30 Studley Rd,4,h,1755000.0,PI,RT,19/11/2016,11.0,3187.0,4.0,2.0,2.0,0.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,25 Agnew St,4,h,1650000.0,VB,Hodges,22/05/2016,11.0,3187.0,4.0,2.0,4.0,506.0,,1997.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,18 Curzon St,4,h,1720000.0,S,Buxton,22/05/2016,11.0,3187.0,2.0,2.0,2.0,676.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,1 Marriage Rd,4,h,1815000.0,S,hockingstuart,22/05/2016,11.0,3187.0,4.0,2.0,2.0,732.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4/2 Hornby St,1,t,681000.0,SP,Buxton,24/09/2016,11.0,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,16b Regent St,3,t,1511000.0,S,RT,24/09/2016,11.0,3187.0,2.0,2.0,2.0,496.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,8 Thomas St,2,h,1310000.0,S,Buxton,24/09/2016,11.0,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,Glen Eira,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,35 Elizabeth St,3,h,1537000.0,SP,Marshall,25/02/2017,11.0,3187.0,3.0,2.0,2.0,324.0,,1999.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,39 Ferguson St,3,h,1100000.0,S,HAR,25/02/2017,11.0,3187.0,3.0,1.0,1.0,420.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,313 Nepean Hwy,2,h,994000.0,S,Buxton,25/02/2017,11.0,3187.0,2.0,2.0,2.0,539.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,7 Valdemar Ct,4,h,1447000.0,S,Marshall,25/02/2017,11.0,3187.0,4.0,1.0,2.0,590.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,3/127 Dendy St,2,u,692000.0,S,Buxton,26/07/2016,11.0,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/21 Hodder St,4,t,1367000.0,S,McGrath,26/07/2016,11.0,3187.0,4.0,2.0,2.0,315.0,4.0,2000.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2/33 Cluden St,2,u,903000.0,S,Hodges,27/11/2016,11.0,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,11 Summerhill Rd,2,h,1813000.0,S,Buxton,27/11/2016,11.0,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,5 Arnot St,3,t,1230000.0,S,hockingstuart,28/05/2016,11.0,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,4 Bruce St,4,h,1389000.0,S,Buxton,28/05/2016,11.0,3187.0,4.0,1.0,2.0,656.0,150.0,1930.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,3/44 Union St,2,u,750000.0,S,Buxton,28/05/2016,11.0,3187.0,2.0,1.0,1.0,227.0,,1980.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,3/23 Walstab St,3,u,1245000.0,S,Buxton,28/05/2016,11.0,3187.0,3.0,2.0,1.0,227.0,,1998.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,54 Regent St,3,t,1420000.0,S,hockingstuart,28/08/2016,11.0,3187.0,3.0,2.0,2.0,247.0,,,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brighton East,2a Hurlstone St,2,t,1014000.0,S,Buxton,30/07/2016,11.0,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,Bayside,-38.0,145.0,Southern Metropolitan,6938.0,3187.0,2.0,53.0,325.0,1190.0
Brunswick,234 Victoria St,2,h,1026000.0,S,Nelson,3/09/2016,5.0,3056.0,2.0,1.0,0.0,225.0,108.0,1905.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,9 Blair St,4,h,1802500.0,S,Jellis,3/12/2016,5.0,3056.0,4.0,3.0,1.0,238.0,93.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,25 Hardy St,4,h,1500000.0,VB,Nelson,3/12/2016,5.0,3056.0,4.0,3.0,1.0,365.0,209.0,1890.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,1/182 Albion St,3,h,1050000.0,SP,hockingstuart,4/06/2016,5.0,3056.0,3.0,1.0,2.0,264.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,2/3 Donald St,3,h,680000.0,PI,Nelson,4/06/2016,5.0,3056.0,3.0,3.0,1.0,81.0,100.0,2016.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,77 Blyth St,3,h,950000.0,SP,Jellis,6/08/2016,5.0,3056.0,3.0,1.0,0.0,170.0,96.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,314 Barkly St,3,h,1310000.0,PI,Nelson,7/05/2016,5.0,3056.0,3.0,2.0,2.0,426.0,,1880.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,5/185 Brunswick Rd,4,t,860000.0,PI,Nelson,7/05/2016,5.0,3056.0,4.0,2.0,1.0,95.0,97.0,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,141 Gold St,2,h,845500.0,S,Nelson,7/05/2016,5.0,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,143 Gold St,2,h,860000.0,S,Nelson,7/05/2016,5.0,3056.0,2.0,1.0,1.0,181.0,,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,3/4 Mitchell St,2,t,605000.0,PI,Jellis,7/05/2016,5.0,3056.0,2.0,1.0,1.0,0.0,78.0,2009.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,13 Percy St,3,h,1055000.0,S,Nelson,7/05/2016,5.0,3056.0,3.0,1.0,1.0,324.0,,1930.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,1/263 Albion St,2,u,659500.0,S,Walshe,7/11/2016,5.0,3056.0,2.0,1.0,1.0,100.0,85.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,6/153 Barkly St,2,u,600000.0,S,Nelson,7/11/2016,5.0,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,21/10 Breese St,3,u,627000.0,S,Nelson,7/11/2016,5.0,3056.0,3.0,2.0,2.0,0.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,79 Hope St,4,h,1450000.0,S,Jellis,7/11/2016,5.0,3056.0,4.0,2.0,2.0,323.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,2 Sheffield St,3,h,990000.0,S,Nelson,7/11/2016,5.0,3056.0,3.0,1.0,2.0,410.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,129 Albion St,4,h,1115000.0,PI,Jellis,8/10/2016,5.0,3056.0,4.0,1.0,0.0,264.0,139.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,39 Eveline St,3,h,1125000.0,S,Jellis,8/10/2016,5.0,3056.0,3.0,1.0,1.0,278.0,91.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,28 Osborne St,3,h,855000.0,S,Nelson,8/10/2016,5.0,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,78 Stewart St,3,h,910000.0,S,Jellis,8/10/2016,5.0,3056.0,2.0,1.0,1.0,215.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,16 Thistle St,3,t,940000.0,S,Ray,8/10/2016,5.0,3056.0,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,28 Blair St,2,h,1100000.0,S,Nelson,10/09/2016,5.0,3056.0,2.0,1.0,0.0,153.0,,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,3/38 Charles St,2,t,750000.0,PI,Nelson,10/09/2016,5.0,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,73 Davies St,2,h,1056000.0,S,Nelson,10/09/2016,5.0,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,7/117 Albion St,2,t,620000.0,S,Harrington,10/12/2016,5.0,3056.0,2.0,2.0,1.0,72.0,2.0,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,3/5 Evans St,3,u,880000.0,S,Dingle,10/12/2016,5.0,3056.0,3.0,2.0,1.0,122.0,152.0,2000.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,5 MacKenzie St,3,h,1222500.0,S,Nelson,10/12/2016,5.0,3056.0,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,3A Austin Tce,3,h,810000.0,PI,Rendina,11/02/2017,5.0,3056.0,3.0,2.0,3.0,177.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,61 Evans St,2,h,1105000.0,S,Nelson,11/02/2017,5.0,3056.0,2.0,1.0,1.0,147.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,136 Hope St,2,h,1260000.0,S,Jellis,11/02/2017,5.0,3056.0,2.0,1.0,1.0,385.0,,1925.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,87 Hope St,3,t,955000.0,S,Nelson,11/02/2017,5.0,3056.0,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,94 Lydia St,1,t,895000.0,S,Nelson,11/02/2017,5.0,3056.0,1.0,1.0,0.0,0.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,443 Albert St,2,h,1094000.0,S,Nelson,11/03/2017,5.0,3056.0,2.0,1.0,2.0,301.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,391 Brunswick Rd,3,h,1135000.0,S,Barry,11/03/2017,5.0,3056.0,3.0,1.0,1.0,438.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,332 Albion St,2,h,792000.0,S,Nelson,12/11/2016,5.0,3056.0,2.0,1.0,1.0,149.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,1/32 Donald St,2,u,587000.0,SP,Jellis,12/11/2016,5.0,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,98 Evans St,3,h,1060000.0,S,Nelson,12/11/2016,5.0,3056.0,3.0,1.0,0.0,257.0,121.0,1935.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,144A Glenlyon Rd,2,h,840000.0,S,Jellis,12/11/2016,5.0,3056.0,2.0,1.0,1.0,186.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,246 Victoria St,2,h,890000.0,S,Jellis,12/11/2016,5.0,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,190 Barkly St,4,h,1358000.0,S,Nelson,13/08/2016,5.0,3056.0,4.0,1.0,1.0,416.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,7 Barrow St,3,h,840000.0,VB,Brad,13/08/2016,5.0,3056.0,2.0,1.0,0.0,209.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,2/12 Jones St,2,t,685000.0,SP,Jellis,13/08/2016,5.0,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,74 Davies St,3,h,905000.0,S,Nelson,14/05/2016,5.0,3056.0,3.0,1.0,1.0,314.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,14 Murdock St,3,h,976000.0,S,Jellis,14/05/2016,5.0,3056.0,3.0,2.0,1.0,240.0,162.0,2005.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,8/2 Pottery Ct,3,t,641000.0,SP,RW,14/05/2016,5.0,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,157 Albion St,2,h,770000.0,S,Nelson,15/10/2016,5.0,3056.0,2.0,1.0,0.0,152.0,87.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,177 Barkly St,4,h,1800000.0,VB,Nelson,15/10/2016,5.0,3056.0,4.0,2.0,3.0,271.0,180.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,30 Charles St,4,h,1350000.0,S,Nelson,15/10/2016,5.0,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,113 Glenlyon Rd,4,h,1320000.0,S,Nelson,15/10/2016,5.0,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,311 Albion St,3,h,825000.0,S,Nelson,16/04/2016,5.0,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,46 Cassels Rd,2,h,860000.0,S,Nelson,16/04/2016,5.0,3056.0,3.0,1.0,2.0,352.0,,1900.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,50 Davies St,2,h,830000.0,S,Nelson,16/04/2016,5.0,3056.0,2.0,1.0,1.0,319.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,58 Donald St,2,h,936000.0,S,Nelson,16/04/2016,5.0,3056.0,2.0,1.0,2.0,200.0,,,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,175 Edward St,3,h,1261000.0,S,Nelson,16/04/2016,5.0,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,84 Stewart St,3,h,1045000.0,S,Jellis,16/04/2016,5.0,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,215/1 Dods St,3,u,1044000.0,S,Jellis,16/07/2016,5.0,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,154 Brunswick Rd,3,h,1050000.0,SP,Nelson,17/09/2016,5.0,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,2 Chambers St,3,h,1691500.0,S,Nelson,17/09/2016,5.0,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,54 Davies St,2,h,1075000.0,PI,Jellis,17/09/2016,5.0,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,2/1 Sturrock St,2,u,620000.0,S,Brad,17/09/2016,5.0,3056.0,2.0,1.0,1.0,135.0,,1975.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
Brunswick,52 Evans St,3,h,1650000.0,S,Nelson,18/03/2017,5.0,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,Moreland,-38.0,145.0,Northern Metropolitan,11918.0,,,,,
